V1	V2	V3	V4	V5	V6
H1_Bulk_29_scaffold_18379_4	H1_Bulk_29_scaffold_18379_4	K02874	795	1145	1
H1_Bulk_29_scaffold_18399_2	H1_Bulk_29_scaffold_18399_2	K02982	446	1147	-1
H1_Bulk_29_scaffold_18503_1	H1_Bulk_29_scaffold_18503_1	K00371	83	1144	-1
H1_Bulk_29_scaffold_1864_1	H1_Bulk_29_scaffold_1864_1	K02881	65	427	1
H1_Bulk_29_scaffold_18871_2	H1_Bulk_29_scaffold_18871_2	K02876	468	986	-1
H1_Bulk_29_scaffold_18906_1	H1_Bulk_29_scaffold_18906_1	K02906	2	406	-1
H1_Bulk_29_scaffold_19012_2	H1_Bulk_29_scaffold_19012_2	K02895	179	496	1
H1_Bulk_29_scaffold_19012_3	H1_Bulk_29_scaffold_19012_3	K02931	493	1038	1
H1_Bulk_29_scaffold_1917_2	H1_Bulk_29_scaffold_1917_2	K00266	879	2345	-1
H1_Bulk_29_scaffold_1923_5	H1_Bulk_29_scaffold_1923_5	K02874	1158	1526	1
H1_Bulk_29_scaffold_1923_6	H1_Bulk_29_scaffold_1923_6	K02895	1530	1895	1
H1_Bulk_29_scaffold_1925_1	H1_Bulk_29_scaffold_1925_1	K02994	41	436	-1
H1_Bulk_29_scaffold_1925_3	H1_Bulk_29_scaffold_1925_3	K02931	808	1347	-1
H1_Bulk_29_scaffold_1925_4	H1_Bulk_29_scaffold_1925_4	K02895	1349	1666	-1
H1_Bulk_29_scaffold_1925_5	H1_Bulk_29_scaffold_1925_5	K02874	1675	2043	-1
H1_Bulk_29_scaffold_19398_1	H1_Bulk_29_scaffold_19398_1	K02994	123	521	1
H1_Bulk_29_scaffold_19398_2	H1_Bulk_29_scaffold_19398_2	K02933	531	1067	1
H1_Bulk_29_scaffold_19526_3	H1_Bulk_29_scaffold_19526_3	K02881	604	987	1
H1_Bulk_29_scaffold_19676_2	H1_Bulk_29_scaffold_19676_2	K02874	217	585	-1
H1_Bulk_29_scaffold_19676_3	H1_Bulk_29_scaffold_19676_3	K02961	617	874	-1
H1_Bulk_29_scaffold_19689_2	H1_Bulk_29_scaffold_19689_2	K02876	488	931	-1
H1_Bulk_29_scaffold_19697_1	H1_Bulk_29_scaffold_19697_1	K02874	321	689	1
H1_Bulk_29_scaffold_19697_2	H1_Bulk_29_scaffold_19697_2	K02895	699	1013	1
H1_Bulk_29_scaffold_19774_1	H1_Bulk_29_scaffold_19774_1	K03553	37	1116	-1
H1_Bulk_29_scaffold_19778_2	H1_Bulk_29_scaffold_19778_2	K02946	316	627	-1
H1_Bulk_29_scaffold_19831_2	H1_Bulk_29_scaffold_19831_2	K02961	65	343	1
H1_Bulk_29_scaffold_19831_3	H1_Bulk_29_scaffold_19831_3	K02874	340	708	1
H1_Bulk_29_scaffold_19831_4	H1_Bulk_29_scaffold_19831_4	K02895	711	1052	1
H1_Bulk_29_scaffold_19878_1	H1_Bulk_29_scaffold_19878_1	K02931	1	294	1
H1_Bulk_29_scaffold_19878_3	H1_Bulk_29_scaffold_19878_3	K02994	492	902	1
H1_Bulk_29_scaffold_19898_1	H1_Bulk_29_scaffold_19898_1	K02874	1	291	1
H1_Bulk_29_scaffold_19898_2	H1_Bulk_29_scaffold_19898_2	K02895	302	616	1
H1_Bulk_29_scaffold_19898_3	H1_Bulk_29_scaffold_19898_3	K02931	623	1114	1
H1_Bulk_29_scaffold_19915_1	H1_Bulk_29_scaffold_19915_1	K02982	3	659	-1
H1_Bulk_29_scaffold_19915_2	H1_Bulk_29_scaffold_19915_2	K02890	752	1093	-1
H1_Bulk_29_scaffold_20134_3	H1_Bulk_29_scaffold_20134_3	K02876	619	1065	1
H1_Bulk_29_scaffold_20201_1	H1_Bulk_29_scaffold_20201_1	K02886	1	747	-1
H1_Bulk_29_scaffold_20227_2	H1_Bulk_29_scaffold_20227_2	K02982	179	892	-1
H1_Bulk_29_scaffold_20280_1	H1_Bulk_29_scaffold_20280_1	nxrB_alignment	2	1054	1
H1_Bulk_29_scaffold_20348_3	H1_Bulk_29_scaffold_20348_3	K02876	704	1105	1
H1_Bulk_29_scaffold_20356_1	H1_Bulk_29_scaffold_20356_1	K02886	1	636	-1
H1_Bulk_29_scaffold_20406_1	H1_Bulk_29_scaffold_20406_1	K02886	3	764	1
H1_Bulk_29_scaffold_20406_2	H1_Bulk_29_scaffold_20406_2	K02965	777	1058	1
H1_Bulk_29_scaffold_20480_2	H1_Bulk_29_scaffold_20480_2	K02931	315	1010	1
H1_Bulk_29_scaffold_20906_2	H1_Bulk_29_scaffold_20906_2	K02895	92	409	-1
H1_Bulk_29_scaffold_20906_3	H1_Bulk_29_scaffold_20906_3	K02874	412	780	-1
H1_Bulk_29_scaffold_20906_4	H1_Bulk_29_scaffold_20906_4	K02961	797	1063	-1
H1_Bulk_29_scaffold_20967_3	H1_Bulk_29_scaffold_20967_3	K02961	488	742	1
H1_Bulk_29_scaffold_20967_4	H1_Bulk_29_scaffold_20967_4	K02874	745	1095	1
H1_Bulk_29_scaffold_21067_1	H1_Bulk_29_scaffold_21067_1	K02890	96	443	1
H1_Bulk_29_scaffold_21067_2	H1_Bulk_29_scaffold_21067_2	K02982	443	1093	1
H1_Bulk_29_scaffold_21114_2	H1_Bulk_29_scaffold_21114_2	K02926	253	885	-1
H1_Bulk_29_scaffold_21120_1	H1_Bulk_29_scaffold_21120_1	K02890	68	400	1
H1_Bulk_29_scaffold_21138_1	H1_Bulk_29_scaffold_21138_1	K02933	3	488	-1
H1_Bulk_29_scaffold_21138_2	H1_Bulk_29_scaffold_21138_2	K02994	495	905	-1
H1_Bulk_29_scaffold_21198_1	H1_Bulk_29_scaffold_21198_1	K02965	66	365	1
H1_Bulk_29_scaffold_21198_2	H1_Bulk_29_scaffold_21198_2	K02890	383	718	1
H1_Bulk_29_scaffold_21274_1	H1_Bulk_29_scaffold_21274_1	K02906	1	375	-1
H1_Bulk_29_scaffold_21274_2	H1_Bulk_29_scaffold_21274_2	K02946	436	762	-1
H1_Bulk_29_scaffold_21537_1	H1_Bulk_29_scaffold_21537_1	K02946	75	392	1
H1_Bulk_29_scaffold_21537_2	H1_Bulk_29_scaffold_21537_2	K02906	406	1080	1
H1_Bulk_29_scaffold_21711_1	H1_Bulk_29_scaffold_21711_1	K10946	180	956	-1
H1_Bulk_29_scaffold_21810_1	H1_Bulk_29_scaffold_21810_1	K02895	74	391	1
H1_Bulk_29_scaffold_21810_2	H1_Bulk_29_scaffold_21810_2	K02931	394	933	1
H1_Bulk_29_scaffold_2183_1	H1_Bulk_29_scaffold_2183_1	K02906	1	351	-1
H1_Bulk_29_scaffold_2183_2	H1_Bulk_29_scaffold_2183_2	K02946	398	706	-1
H1_Bulk_29_scaffold_21940_2	H1_Bulk_29_scaffold_21940_2	K02965	792	1073	1
H1_Bulk_29_scaffold_22027_2	H1_Bulk_29_scaffold_22027_2	K02965	405	731	1
H1_Bulk_29_scaffold_22192_1	H1_Bulk_29_scaffold_22192_1	K02926	3	203	-1
H1_Bulk_29_scaffold_22192_2	H1_Bulk_29_scaffold_22192_2	K02906	215	940	-1
H1_Bulk_29_scaffold_22275_3	H1_Bulk_29_scaffold_22275_3	K02926	654	1073	-1
H1_Bulk_29_scaffold_22381_2	H1_Bulk_29_scaffold_22381_2	K02946	194	502	-1
H1_Bulk_29_scaffold_22391_3	H1_Bulk_29_scaffold_22391_3	K02886	433	1071	1
H1_Bulk_29_scaffold_2246_4	H1_Bulk_29_scaffold_2246_4	K02961	1608	1862	1
H1_Bulk_29_scaffold_2246_5	H1_Bulk_29_scaffold_2246_5	K02874	1877	2245	1
H1_Bulk_29_scaffold_2246_6	H1_Bulk_29_scaffold_2246_6	K02895	2332	2535	1
H1_Bulk_29_scaffold_22470_2	H1_Bulk_29_scaffold_22470_2	K02933	107	640	-1
H1_Bulk_29_scaffold_22470_3	H1_Bulk_29_scaffold_22470_3	K02994	665	1069	-1
H1_Bulk_29_scaffold_22474_2	H1_Bulk_29_scaffold_22474_2	K02926	72	692	1
H1_Bulk_29_scaffold_22568_3	H1_Bulk_29_scaffold_22568_3	K02961	425	742	1
H1_Bulk_29_scaffold_22568_4	H1_Bulk_29_scaffold_22568_4	K02874	753	1067	1
H1_Bulk_29_scaffold_22674_1	H1_Bulk_29_scaffold_22674_1	K02886	1	537	-1
H1_Bulk_29_scaffold_22756_2	H1_Bulk_29_scaffold_22756_2	K02926	207	827	1
H1_Bulk_29_scaffold_22790_2	H1_Bulk_29_scaffold_22790_2	K02965	284	589	1
H1_Bulk_29_scaffold_2290_4	H1_Bulk_29_scaffold_2290_4	K02982	1549	2253	1
H1_Bulk_29_scaffold_23040_2	H1_Bulk_29_scaffold_23040_2	K02881	364	723	-1
H1_Bulk_29_scaffold_23145_2	H1_Bulk_29_scaffold_23145_2	K02961	138	407	1
H1_Bulk_29_scaffold_23145_3	H1_Bulk_29_scaffold_23145_3	K02874	506	874	1
H1_Bulk_29_scaffold_23448_3	H1_Bulk_29_scaffold_23448_3	K02886	500	1054	1
H1_Bulk_29_scaffold_23578_2	H1_Bulk_29_scaffold_23578_2	K02906	203	907	-1
H1_Bulk_29_scaffold_2362_2	H1_Bulk_29_scaffold_2362_2	K02931	322	915	1
H1_Bulk_29_scaffold_2362_5	H1_Bulk_29_scaffold_2362_5	K02933	1662	2204	1
H1_Bulk_29_scaffold_23626_2	H1_Bulk_29_scaffold_23626_2	K02946	229	567	-1
H1_Bulk_29_scaffold_24174_2	H1_Bulk_29_scaffold_24174_2	K02906	330	986	-1
H1_Bulk_29_scaffold_24258_1	H1_Bulk_29_scaffold_24258_1	K10944	3	743	1
H1_Bulk_29_scaffold_24361_1	H1_Bulk_29_scaffold_24361_1	K02906	59	715	1
H1_Bulk_29_scaffold_24361_2	H1_Bulk_29_scaffold_24361_2	K02926	719	1039	1
H1_Bulk_29_scaffold_24426_1	H1_Bulk_29_scaffold_24426_1	K02946	130	441	1
H1_Bulk_29_scaffold_24426_2	H1_Bulk_29_scaffold_24426_2	K02906	462	1040	1
H1_Bulk_29_scaffold_24511_1	H1_Bulk_29_scaffold_24511_1	K02874	2	445	1
H1_Bulk_29_scaffold_24511_2	H1_Bulk_29_scaffold_24511_2	K02895	446	763	1
H1_Bulk_29_scaffold_24511_3	H1_Bulk_29_scaffold_24511_3	K02931	766	1038	1
H1_Bulk_29_scaffold_24728_3	H1_Bulk_29_scaffold_24728_3	K02961	671	1033	1
H1_Bulk_29_scaffold_24913_1	H1_Bulk_29_scaffold_24913_1	K02886	2	445	1
H1_Bulk_29_scaffold_24913_2	H1_Bulk_29_scaffold_24913_2	K02965	461	739	1
H1_Bulk_29_scaffold_24913_3	H1_Bulk_29_scaffold_24913_3	K02890	749	1030	1
H1_Bulk_29_scaffold_25008_1	H1_Bulk_29_scaffold_25008_1	nxrA_alignment	1	1029	-1
H1_Bulk_29_scaffold_25050_1	H1_Bulk_29_scaffold_25050_1	K02886	1	528	-1
H1_Bulk_29_scaffold_2506_3	H1_Bulk_29_scaffold_2506_3	K02946	1692	1997	1
H1_Bulk_29_scaffold_25211_1	H1_Bulk_29_scaffold_25211_1	K10946	103	903	-1
H1_Bulk_29_scaffold_25294_2	H1_Bulk_29_scaffold_25294_2	K02931	641	1027	1
H1_Bulk_29_scaffold_2531_4	H1_Bulk_29_scaffold_2531_4	K02961	755	1108	1
H1_Bulk_29_scaffold_2531_5	H1_Bulk_29_scaffold_2531_5	K02874	1119	1487	1
H1_Bulk_29_scaffold_2531_6	H1_Bulk_29_scaffold_2531_6	K02895	1490	1810	1
H1_Bulk_29_scaffold_25441_2	H1_Bulk_29_scaffold_25441_2	K02933	184	714	-1
H1_Bulk_29_scaffold_25510_2	H1_Bulk_29_scaffold_25510_2	K02965	211	498	1
H1_Bulk_29_scaffold_25510_3	H1_Bulk_29_scaffold_25510_3	K02890	512	844	1
H1_Bulk_29_scaffold_25512_2	H1_Bulk_29_scaffold_25512_2	K02994	304	705	1
H1_Bulk_29_scaffold_25625_1	H1_Bulk_29_scaffold_25625_1	K00368	2	1021	1
H1_Bulk_29_scaffold_25823_2	H1_Bulk_29_scaffold_25823_2	K02890	154	483	-1
H1_Bulk_29_scaffold_25823_3	H1_Bulk_29_scaffold_25823_3	K02965	492	767	-1
H1_Bulk_29_scaffold_25870_2	H1_Bulk_29_scaffold_25870_2	K02895	337	684	1
H1_Bulk_29_scaffold_262_2	H1_Bulk_29_scaffold_262_2	K02876	1229	1660	-1
H1_Bulk_29_scaffold_26290_2	H1_Bulk_29_scaffold_26290_2	K02994	197	592	-1
H1_Bulk_29_scaffold_26296_1	H1_Bulk_29_scaffold_26296_1	K02874	74	442	1
H1_Bulk_29_scaffold_26296_2	H1_Bulk_29_scaffold_26296_2	K02895	459	779	1
H1_Bulk_29_scaffold_2633_2	H1_Bulk_29_scaffold_2633_2	K10945	869	2134	1
H1_Bulk_29_scaffold_26380_3	H1_Bulk_29_scaffold_26380_3	K02961	446	736	1
H1_Bulk_29_scaffold_26568_2	H1_Bulk_29_scaffold_26568_2	K02906	169	813	1
H1_Bulk_29_scaffold_26652_2	H1_Bulk_29_scaffold_26652_2	K02906	542	1006	1
H1_Bulk_29_scaffold_26668_3	H1_Bulk_29_scaffold_26668_3	K02926	467	1006	-1
H1_Bulk_29_scaffold_2668_1	H1_Bulk_29_scaffold_2668_1	K02886	50	877	1
H1_Bulk_29_scaffold_2668_2	H1_Bulk_29_scaffold_2668_2	K02965	1010	1294	1
H1_Bulk_29_scaffold_2668_3	H1_Bulk_29_scaffold_2668_3	K02890	1382	1774	1
H1_Bulk_29_scaffold_26711_2	H1_Bulk_29_scaffold_26711_2	K02906	143	820	1
H1_Bulk_29_scaffold_26766_2	H1_Bulk_29_scaffold_26766_2	K02881	428	808	-1
H1_Bulk_29_scaffold_26766_3	H1_Bulk_29_scaffold_26766_3	K02933	898	1167	-1
H1_Bulk_29_scaffold_26779_1	H1_Bulk_29_scaffold_26779_1	nxrA_alignment	3	1004	1
H1_Bulk_29_scaffold_26800_1	H1_Bulk_29_scaffold_26800_1	K02994	3	368	-1
H1_Bulk_29_scaffold_26800_3	H1_Bulk_29_scaffold_26800_3	K02931	566	1006	-1
H1_Bulk_29_scaffold_2692_2	H1_Bulk_29_scaffold_2692_2	K02931	277	819	1
H1_Bulk_29_scaffold_2692_5	H1_Bulk_29_scaffold_2692_5	K02933	1567	2103	1
H1_Bulk_29_scaffold_27030_1	H1_Bulk_29_scaffold_27030_1	K02890	3	422	1
H1_Bulk_29_scaffold_27080_2	H1_Bulk_29_scaffold_27080_2	K02931	432	1001	-1
H1_Bulk_29_scaffold_27118_1	H1_Bulk_29_scaffold_27118_1	K03553	72	1001	1
H1_Bulk_29_scaffold_2714_2	H1_Bulk_29_scaffold_2714_2	K02933	290	838	1
H1_Bulk_29_scaffold_2714_3	H1_Bulk_29_scaffold_2714_3	K02881	841	1224	1
H1_Bulk_29_scaffold_2714_6	H1_Bulk_29_scaffold_2714_6	K02876	1931	2143	1
H1_Bulk_29_scaffold_27176_2	H1_Bulk_29_scaffold_27176_2	K02982	104	775	1
H1_Bulk_29_scaffold_2732_2	H1_Bulk_29_scaffold_2732_2	K02994	338	733	1
H1_Bulk_29_scaffold_2732_3	H1_Bulk_29_scaffold_2732_3	K02933	751	1284	1
H1_Bulk_29_scaffold_2732_4	H1_Bulk_29_scaffold_2732_4	K02881	1296	1661	1
H1_Bulk_29_scaffold_2780_1	H1_Bulk_29_scaffold_2780_1	K02906	2	391	-1
H1_Bulk_29_scaffold_2780_2	H1_Bulk_29_scaffold_2780_2	K02946	491	805	-1
H1_Bulk_29_scaffold_2956_2	H1_Bulk_29_scaffold_2956_2	K02906	249	935	-1
H1_Bulk_29_scaffold_2998_1	H1_Bulk_29_scaffold_2998_1	K00370	219	2072	1
H1_Bulk_29_scaffold_3049_2	H1_Bulk_29_scaffold_3049_2	K02906	656	1309	1
H1_Bulk_29_scaffold_3049_3	H1_Bulk_29_scaffold_3049_3	K02926	1314	1931	1
H1_Bulk_29_scaffold_30712_3	H1_Bulk_29_scaffold_30712_3	K02994	890	1162	1
H1_Bulk_29_scaffold_3166_1	H1_Bulk_29_scaffold_3166_1	K02926	3	587	-1
H1_Bulk_29_scaffold_3166_2	H1_Bulk_29_scaffold_3166_2	K02906	584	1276	-1
H1_Bulk_29_scaffold_3252_3	H1_Bulk_29_scaffold_3252_3	K02961	767	1075	1
H1_Bulk_29_scaffold_3252_4	H1_Bulk_29_scaffold_3252_4	K02874	1104	1472	1
H1_Bulk_29_scaffold_3252_5	H1_Bulk_29_scaffold_3252_5	K02895	1472	1786	1
H1_Bulk_29_scaffold_32548_1	H1_Bulk_29_scaffold_32548_1	K02933	1	372	-1
H1_Bulk_29_scaffold_32548_2	H1_Bulk_29_scaffold_32548_2	K02994	380	787	-1
H1_Bulk_29_scaffold_3270_1	H1_Bulk_29_scaffold_3270_1	K02874	226	594	1
H1_Bulk_29_scaffold_3270_2	H1_Bulk_29_scaffold_3270_2	K02895	620	934	1
H1_Bulk_29_scaffold_3270_3	H1_Bulk_29_scaffold_3270_3	K02931	944	1546	1
H1_Bulk_29_scaffold_33228_2	H1_Bulk_29_scaffold_33228_2	K02965	672	959	1
H1_Bulk_29_scaffold_33228_3	H1_Bulk_29_scaffold_33228_3	K02890	949	1413	1
H1_Bulk_29_scaffold_3448_2	H1_Bulk_29_scaffold_3448_2	K02946	658	969	-1
H1_Bulk_29_scaffold_3477_1	H1_Bulk_29_scaffold_3477_1	K02982	2	604	-1
H1_Bulk_29_scaffold_3477_2	H1_Bulk_29_scaffold_3477_2	K02890	606	944	-1
H1_Bulk_29_scaffold_3477_3	H1_Bulk_29_scaffold_3477_3	K02965	955	1239	-1
H1_Bulk_29_scaffold_3477_4	H1_Bulk_29_scaffold_3477_4	K02886	1258	1971	-1
H1_Bulk_29_scaffold_3508_3	H1_Bulk_29_scaffold_3508_3	K02876	842	1297	1
H1_Bulk_29_scaffold_3551_1	H1_Bulk_29_scaffold_3551_1	K02874	65	433	1
H1_Bulk_29_scaffold_3551_2	H1_Bulk_29_scaffold_3551_2	K02895	436	798	1
H1_Bulk_29_scaffold_3615_1	H1_Bulk_29_scaffold_3615_1	K02886	35	859	1
H1_Bulk_29_scaffold_3615_2	H1_Bulk_29_scaffold_3615_2	K02965	879	1154	1
H1_Bulk_29_scaffold_3615_3	H1_Bulk_29_scaffold_3615_3	K02890	1157	1498	1
H1_Bulk_29_scaffold_3615_4	H1_Bulk_29_scaffold_3615_4	K02982	1511	1945	1
H1_Bulk_29_scaffold_3630_4	H1_Bulk_29_scaffold_3630_4	K02965	1630	1908	1
H1_Bulk_29_scaffold_3659_2	H1_Bulk_29_scaffold_3659_2	K02946	574	909	1
H1_Bulk_29_scaffold_3659_3	H1_Bulk_29_scaffold_3659_3	K02906	1044	1775	1
H1_Bulk_29_scaffold_3685_4	H1_Bulk_29_scaffold_3685_4	K02961	743	1021	1
H1_Bulk_29_scaffold_3685_5	H1_Bulk_29_scaffold_3685_5	K02874	1104	1472	1
H1_Bulk_29_scaffold_3685_6	H1_Bulk_29_scaffold_3685_6	K02895	1556	1870	1
H1_Bulk_29_scaffold_3768_2	H1_Bulk_29_scaffold_3768_2	K02886	160	981	1
H1_Bulk_29_scaffold_3768_3	H1_Bulk_29_scaffold_3768_3	K02965	981	1271	1
H1_Bulk_29_scaffold_3768_4	H1_Bulk_29_scaffold_3768_4	K02890	1274	1609	1
H1_Bulk_29_scaffold_378_2	H1_Bulk_29_scaffold_378_2	K02895	499	816	1
H1_Bulk_29_scaffold_378_3	H1_Bulk_29_scaffold_378_3	K02931	819	1358	1
H1_Bulk_29_scaffold_3784_2	H1_Bulk_29_scaffold_3784_2	K02895	570	887	1
H1_Bulk_29_scaffold_3784_3	H1_Bulk_29_scaffold_3784_3	K02931	880	1584	1
H1_Bulk_29_scaffold_378_5	H1_Bulk_29_scaffold_378_5	K02994	1690	2085	1
H1_Bulk_29_scaffold_378_6	H1_Bulk_29_scaffold_378_6	K02933	2101	2634	1
H1_Bulk_29_scaffold_378_7	H1_Bulk_29_scaffold_378_7	K02881	2646	3011	1
H1_Bulk_29_scaffold_39203_1	H1_Bulk_29_scaffold_39203_1	K02965	38	319	1
H1_Bulk_29_scaffold_396_4	H1_Bulk_29_scaffold_396_4	K02886	1561	2385	1
H1_Bulk_29_scaffold_396_5	H1_Bulk_29_scaffold_396_5	K02965	2396	2674	1
H1_Bulk_29_scaffold_396_6	H1_Bulk_29_scaffold_396_6	K02890	2684	3016	1
H1_Bulk_29_scaffold_396_7	H1_Bulk_29_scaffold_396_7	K02982	3033	3860	1
H1_Bulk_29_scaffold_4021_1	H1_Bulk_29_scaffold_4021_1	K02926	1	231	-1
H1_Bulk_29_scaffold_4021_2	H1_Bulk_29_scaffold_4021_2	K02906	228	977	-1
H1_Bulk_29_scaffold_4021_3	H1_Bulk_29_scaffold_4021_3	K02946	987	1295	-1
H1_Bulk_29_scaffold_402_2	H1_Bulk_29_scaffold_402_2	K02890	138	494	1
H1_Bulk_29_scaffold_402_3	H1_Bulk_29_scaffold_402_3	K02982	495	1154	1
H1_Bulk_29_scaffold_402_6	H1_Bulk_29_scaffold_402_6	K02961	1763	2041	1
H1_Bulk_29_scaffold_402_7	H1_Bulk_29_scaffold_402_7	K02874	2043	2411	1
H1_Bulk_29_scaffold_402_8	H1_Bulk_29_scaffold_402_8	K02895	2413	2793	1
H1_Bulk_29_scaffold_402_9	H1_Bulk_29_scaffold_402_9	K02931	2793	3488	1
H1_Bulk_29_scaffold_4106_2	H1_Bulk_29_scaffold_4106_2	K02965	797	1081	1
H1_Bulk_29_scaffold_4106_3	H1_Bulk_29_scaffold_4106_3	K02890	1090	1452	1
H1_Bulk_29_scaffold_4106_4	H1_Bulk_29_scaffold_4106_4	K02982	1466	1870	1
H1_Bulk_29_scaffold_42087_1	H1_Bulk_29_scaffold_42087_1	K03553	156	806	-1
H1_Bulk_29_scaffold_4248_2	H1_Bulk_29_scaffold_4248_2	K02946	1158	1466	1
H1_Bulk_29_scaffold_4248_3	H1_Bulk_29_scaffold_4248_3	K02906	1492	1851	1
H1_Bulk_29_scaffold_4249_2	H1_Bulk_29_scaffold_4249_2	K02895	547	876	1
H1_Bulk_29_scaffold_4249_3	H1_Bulk_29_scaffold_4249_3	K02931	893	1477	1
H1_Bulk_29_scaffold_43143_1	H1_Bulk_29_scaffold_43143_1	K02982	3	629	-1
H1_Bulk_29_scaffold_43143_4	H1_Bulk_29_scaffold_43143_4	K02965	944	1225	-1
H1_Bulk_29_scaffold_435_10	H1_Bulk_29_scaffold_435_10	K02933	3246	3785	1
H1_Bulk_29_scaffold_4353_1	H1_Bulk_29_scaffold_4353_1	K02994	29	424	1
H1_Bulk_29_scaffold_435_4	H1_Bulk_29_scaffold_435_4	K02961	950	1204	1
H1_Bulk_29_scaffold_435_5	H1_Bulk_29_scaffold_435_5	K02874	1207	1575	1
H1_Bulk_29_scaffold_435_7	H1_Bulk_29_scaffold_435_7	K02931	1953	2495	1
H1_Bulk_29_scaffold_45_1	H1_Bulk_29_scaffold_45_1	K02890	1	399	1
H1_Bulk_29_scaffold_45_10	H1_Bulk_29_scaffold_45_10	K02933	4204	4746	1
H1_Bulk_29_scaffold_45_11	H1_Bulk_29_scaffold_45_11	K02881	4749	5117	1
H1_Bulk_29_scaffold_45_14	H1_Bulk_29_scaffold_45_14	K02876	6101	6631	1
H1_Bulk_29_scaffold_45_2	H1_Bulk_29_scaffold_45_2	K02982	410	1141	1
H1_Bulk_29_scaffold_452_10	H1_Bulk_29_scaffold_452_10	K02982	2977	3669	-1
H1_Bulk_29_scaffold_452_2	H1_Bulk_29_scaffold_452_2	K02994	188	589	-1
H1_Bulk_29_scaffold_452_4	H1_Bulk_29_scaffold_452_4	K02931	783	1343	-1
H1_Bulk_29_scaffold_452_5	H1_Bulk_29_scaffold_452_5	K02895	1340	1657	-1
H1_Bulk_29_scaffold_452_7	H1_Bulk_29_scaffold_452_7	K02961	2022	2339	-1
H1_Bulk_29_scaffold_4540_2	H1_Bulk_29_scaffold_4540_2	K02933	343	876	1
H1_Bulk_29_scaffold_4540_3	H1_Bulk_29_scaffold_4540_3	K02881	888	1253	1
H1_Bulk_29_scaffold_4545_2	H1_Bulk_29_scaffold_4545_2	K02876	270	752	-1
H1_Bulk_29_scaffold_45_8	H1_Bulk_29_scaffold_45_8	K02931	2862	3608	1
H1_Bulk_29_scaffold_45_9	H1_Bulk_29_scaffold_45_9	K02994	3797	4195	1
H1_Bulk_29_scaffold_4923_1	H1_Bulk_29_scaffold_4923_1	K02982	60	866	-1
H1_Bulk_29_scaffold_4923_2	H1_Bulk_29_scaffold_4923_2	K02890	878	1210	-1
H1_Bulk_29_scaffold_4923_3	H1_Bulk_29_scaffold_4923_3	K02965	1218	1493	-1
H1_Bulk_29_scaffold_5053_3	H1_Bulk_29_scaffold_5053_3	K02926	530	1213	-1
H1_Bulk_29_scaffold_5062_2	H1_Bulk_29_scaffold_5062_2	K02881	320	682	-1
H1_Bulk_29_scaffold_5062_4	H1_Bulk_29_scaffold_5062_4	K02994	1298	1696	-1
H1_Bulk_29_scaffold_51080_1	H1_Bulk_29_scaffold_51080_1	K00260	130	801	-1
H1_Bulk_29_scaffold_51489_1	H1_Bulk_29_scaffold_51489_1	K02890	2	286	1
H1_Bulk_29_scaffold_51489_2	H1_Bulk_29_scaffold_51489_2	K02982	286	885	1
H1_Bulk_29_scaffold_5155_2	H1_Bulk_29_scaffold_5155_2	K02906	311	979	1
H1_Bulk_29_scaffold_5155_3	H1_Bulk_29_scaffold_5155_3	K02926	976	1740	1
H1_Bulk_29_scaffold_5216_3	H1_Bulk_29_scaffold_5216_3	K02876	879	1319	1
H1_Bulk_29_scaffold_5258_3	H1_Bulk_29_scaffold_5258_3	K02946	1424	1732	1
H1_Bulk_29_scaffold_5537_1	H1_Bulk_29_scaffold_5537_1	K02931	1	549	1
H1_Bulk_29_scaffold_5537_3	H1_Bulk_29_scaffold_5537_3	K02994	800	1201	1
H1_Bulk_29_scaffold_55421_1	H1_Bulk_29_scaffold_55421_1	K02874	115	543	1
H1_Bulk_29_scaffold_55421_3	H1_Bulk_29_scaffold_55421_3	K02931	775	1041	1
H1_Bulk_29_scaffold_5669_2	H1_Bulk_29_scaffold_5669_2	K02933	202	753	-1
H1_Bulk_29_scaffold_5669_5	H1_Bulk_29_scaffold_5669_5	K02931	1388	2113	-1
H1_Bulk_29_scaffold_5669_6	H1_Bulk_29_scaffold_5669_6	K02895	2150	2470	-1
H1_Bulk_29_scaffold_57_10	H1_Bulk_29_scaffold_57_10	K02961	4550	4822	1
H1_Bulk_29_scaffold_5719_1	H1_Bulk_29_scaffold_5719_1	K00368	1	1668	1
H1_Bulk_29_scaffold_57_2	H1_Bulk_29_scaffold_57_2	K02926	700	1320	1
H1_Bulk_29_scaffold_57_4	H1_Bulk_29_scaffold_57_4	K02886	1631	2458	1
H1_Bulk_29_scaffold_57_5	H1_Bulk_29_scaffold_57_5	K02965	2468	2743	1
H1_Bulk_29_scaffold_57_6	H1_Bulk_29_scaffold_57_6	K02890	2751	3080	1
H1_Bulk_29_scaffold_57_7	H1_Bulk_29_scaffold_57_7	K02982	3090	3923	1
H1_Bulk_29_scaffold_5871_1	H1_Bulk_29_scaffold_5871_1	K02874	3	500	1
H1_Bulk_29_scaffold_5871_2	H1_Bulk_29_scaffold_5871_2	K02895	514	831	1
H1_Bulk_29_scaffold_5871_3	H1_Bulk_29_scaffold_5871_3	K02931	843	1382	1
H1_Bulk_29_scaffold_594_2	H1_Bulk_29_scaffold_594_2	K02890	388	717	-1
